note_path,note_name,note_hash,note_size,modified_time,stages,output_paths,statuses,processed_dates
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PCR review.md,PCR review.md,1af21762681f071955e1c1d64cb7cf6b,719,1747835323.3016107,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/PCR review.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PCR workshop.md,PCR workshop.md,01f80cbb5235d5d52fc7a6cf184156c1,320,1747835323.1409497,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/IRSDP/PCR workshop.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PDAM Semarang meetings Asset Management and PED.md,PDAM Semarang meetings Asset Management and PED.md,a7f7bbf651b50c05005627d4de8c84f0,1603,1747835324.9147792,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/PDAM Semarang meetings Asset Management and PED.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PDAM follow up meeting on PED and asset management.md,PDAM follow up meeting on PED and asset management.md,0f0fb291ca53acff679aff08d09f54d1,552,1747835326.442377,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/IRSDP/PDAM follow up meeting on PED and asset management.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PEKANBARU KICK-OFF MEETING.md,PEKANBARU KICK-OFF MEETING.md,635cc5c9119c0fe05dd6be45d09ec33d,1097,1747835326.3895314,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/PEKANBARU KICK-OFF MEETING.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PEKANBARU MEETING WITH PDAM.md,PEKANBARU MEETING WITH PDAM.md,6afe8e2abf9c64de54f824ff2312618c,1632,1747835322.6619365,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/PEKANBARU MEETING WITH PDAM.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PH showcases PPP program to Apec experts  The Manila Times Online.md,PH showcases PPP program to Apec experts  The Manila Times Online.md,0c1d9aa1ec57b46a5a9fc5be98dc9b7a,20441,1747835326.4982936,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/PH showcases PPP program to Apec experts  The Manila Times Online.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PHL to take on major role in ASEAN PPP connectivity  Economy  GMA News Online.md,PHL to take on major role in ASEAN PPP connectivity  Economy  GMA News Online.md,22b0d99b84242a6d2c4a75adab197617,34596,1747835326.1774251,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/PHL to take on major role in ASEAN PPP connectivity  Economy  GMA News Online.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PII expects 3 projects to seal deals in 2014  The Jakarta Post.md,PII expects 3 projects to seal deals in 2014  The Jakarta Post.md,68e8a39493698ecfe53157467f9edfb5,5300,1747835326.643009,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/PII expects 3 projects to seal deals in 2014  The Jakarta Post.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PONDOK GEDE FOLLOW-UP MEETING.md,PONDOK GEDE FOLLOW-UP MEETING.md,05fef29a7590fe456c73d686b5c55d54,1296,1747835324.2252135,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/PONDOK GEDE FOLLOW-UP MEETING.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PONDOK GEDE Follow up meeting - Internal.md,PONDOK GEDE Follow up meeting - Internal.md,3e85a502e13a0db89dcaece1d9eb770c,1999,1747835326.8453631,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/PONDOK GEDE Follow up meeting - Internal.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PONDOK GEDE MEETING BPPSPAM.md,PONDOK GEDE MEETING BPPSPAM.md,8188e047fa26d0efaa84c4d0fc80f6de,3145,1747835325.641702,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/PONDOK GEDE MEETING BPPSPAM.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PPP Book theme brainstorming - Christiaan.md,PPP Book theme brainstorming - Christiaan.md,7216c330d03869c087e30a753bcbe8d7,329,1747835323.0090032,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/PPP Book theme brainstorming - Christiaan.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PPP legal issues.md,PPP legal issues.md,bb587eade4aa2ab87c8e190b74a991d2,8941,1747835326.9111998,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/PPP legal issues.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PRC Meeting.md,PRC Meeting.md,51895405451cb11160668d5b9129a2dd,313,1747835322.8358994,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/IRSDP/PRC Meeting.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PROGRESS MEETING BANDA ACEH - WISWAKHARMAN.md,PROGRESS MEETING BANDA ACEH - WISWAKHARMAN.md,d0a0114eea6f7e0f833ac16278410213,1571,1747835325.7017744,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/PROGRESS MEETING BANDA ACEH - WISWAKHARMAN.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PROGRESS MEETING BANDA ACEH.md,PROGRESS MEETING BANDA ACEH.md,68081f1445a962a1d8b43ce87346b975,654,1747835323.8547535,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/IRSDP/PROGRESS MEETING BANDA ACEH.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PT JM gets 30-year plus BOT deal  The Jakarta Post.md,PT JM gets 30-year plus BOT deal  The Jakarta Post.md,d981bca3c30eca0b8381f041b82d30bf,5607,1747835325.0780735,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/PT JM gets 30-year plus BOT deal  The Jakarta Post.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/PT Jakarta Monorail plans to sue Ahok for failed Monorail Project.md,PT Jakarta Monorail plans to sue Ahok for failed Monorail Project.md,b77e192cac732d781b6e2ee365094ed6,19672,1747835326.4323068,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/PT Jakarta Monorail plans to sue Ahok for failed Monorail Project.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Pak Asenar outputs revised.md,Pak Asenar outputs revised.md,b5ed43d27283769981e8ae2b5b3438f7,282,1747835324.8664544,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/IRSDP/Pak Asenar outputs revised.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Pak Soewartono's flight schedules review mission.md,Pak Soewartono's flight schedules review mission.md,e13a749a90210d19cefa61bea99f9d62,580,1747835324.0885735,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/IRSDP/Pak Soewartono's flight schedules review mission.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Pak Toto PCR history of projects.md,Pak Toto PCR history of projects.md,7197d03f94ab44cb5a9da8239e09084a,299,1747835323.2975044,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/IRSDP/Pak Toto PCR history of projects.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Palembang Monorail Meeting.md,Palembang Monorail Meeting.md,8f339d4d2816f4c964a8da51e4af2fb6,1787,1747835324.3193226,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Palembang Monorail Meeting.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Palembang progress meeting.md,Palembang progress meeting.md,8d1b6e49dffd9d1f7e43680c5012c9a7,815,1747835325.8319614,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Palembang progress meeting.md,completed,2025-10-18 11:35:35
"/Users/jose/Documents/Obsidian/Evermd/IRSDP/Palyja, Aetra to appeal water verdict  The Jakarta Post.md","Palyja, Aetra to appeal water verdict  The Jakarta Post.md",18c41211de347995653bfc11b3dd7f60,338,1747835325.1340075,curated,"/Users/jose/Documents/Obsidian/Ever-curated/notes/Palyja, Aetra to appeal water verdict  The Jakarta Post.md",completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Pekanbaru Coordination Meeting - GS and GTI.md,Pekanbaru Coordination Meeting - GS and GTI.md,252f36f835a7dc25e2b09adf1848ad01,1949,1747835324.771828,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Pekanbaru Coordination Meeting - GS and GTI.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Pekanbaru Meeting - Water Supply.md,Pekanbaru Meeting - Water Supply.md,933c05b5ce1ab1fc9ace86458cc45356,1714,1747835323.1021166,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Pekanbaru Meeting - Water Supply.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Pekanbaru meeting with GS.md,Pekanbaru meeting with GS.md,cdec513c1d750878a9d4c42db4ffcf90,729,1747835324.1808822,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Pekanbaru meeting with GS.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Pemko Akan Bangun Pusat Bisnis di Keudah - Serambi Indonesia.md,Pemko Akan Bangun Pusat Bisnis di Keudah - Serambi Indonesia.md,3c6991dccd3bd4ce2a96dbbe344197e3,16549,1747835327.148572,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Pemko Akan Bangun Pusat Bisnis di Keudah - Serambi Indonesia.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Philippines showcases PPP program in APEC meet.md,Philippines showcases PPP program in APEC meet.md,a5a8282871e9c185056a24e57a002d16,23736,1747835324.4331033,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Philippines showcases PPP program in APEC meet.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Poltak Arif Purba - Tarjeta de visita escaneada.md,Poltak Arif Purba - Tarjeta de visita escaneada.md,efc110ffecbc2eb0f08852abb00c8c82,746,1747835327.0118077,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/IRSDP/Poltak Arif Purba - Tarjeta de visita escaneada.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/President Jokowi’s infrastructure projects Quantity vs quality.md,President Jokowi’s infrastructure projects Quantity vs quality.md,9cf28296b87da0d66b2d1231f50a3ab6,46129,1747835323.246499,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/President Jokowi’s infrastructure projects Quantity vs quality.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Private airport management in Indonesia tenders expected in 2014 - Lexology.md,Private airport management in Indonesia tenders expected in 2014 - Lexology.md,6e56eee89255fe543ec7a24ce4a460d6,10382,1747835325.4357712,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Private airport management in Indonesia tenders expected in 2014 - Lexology.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Private sector infrastructure funding needs boost as SOEs overleveraged World Bank - Business - The Jakarta Post.md,Private sector infrastructure funding needs boost as SOEs overleveraged World Bank - Business - The Jakarta Post.md,22db40d64fc3a3bc481eaebd59509408,5921,1747835326.0449624,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Private sector infrastructure funding needs boost as SOEs overleveraged World Bank - Business - The Jakarta Post.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Progress Meeting MCI Lamongan.md,Progress Meeting MCI Lamongan.md,b4646111efce41552d2fc906b1f47c81,1044,1747835323.4058611,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Progress Meeting MCI Lamongan.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Progress Meeting with Pemkot Pekanbaru.md,Progress Meeting with Pemkot Pekanbaru.md,9cb304c9d4e776ecc28fe98b897960ff,1069,1747835324.1059947,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Progress Meeting with Pemkot Pekanbaru.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Progress meeting with Bu Novie and Pak Ade.md,Progress meeting with Bu Novie and Pak Ade.md,8cf4c3aafabfe84555cfe91e42c22083,3195,1747835324.443008,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Progress meeting with Bu Novie and Pak Ade.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Project preparation key to lure private investment.md,Project preparation key to lure private investment.md,c7923596071567abf00ee1273a3d004d,18385,1747835324.0047784,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Project preparation key to lure private investment.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Propuesta a Jaka.md,Propuesta a Jaka.md,39b4dbb8eee0e3887d40014141b721f6,427,1747835325.6329021,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Propuesta a Jaka.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Public Private Partnership (PPP)  Projects  ERIA.md,Public Private Partnership (PPP)  Projects  ERIA.md,03664c27330f9cb6527b3c62cb010fbd,1978,1747835324.4815154,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Public Private Partnership (PPP)  Projects  ERIA.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Public-Private Partnership (PPP) Projects in Indonesia Remain Troublesome  Indonesia Investments.md,Public-Private Partnership (PPP) Projects in Indonesia Remain Troublesome  Indonesia Investments.md,524d72762b72e949ac1429e83f863ba4,15560,1747835324.800487,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Public-Private Partnership (PPP) Projects in Indonesia Remain Troublesome  Indonesia Investments.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Quarterly Monitoring Meeting Bappenas.md,Quarterly Monitoring Meeting Bappenas.md,20e24ed0b83ac24b037e92fdd25d2694,402,1747835326.049003,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/IRSDP/Quarterly Monitoring Meeting Bappenas.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Quarterly Review of Loan Performance.md,Quarterly Review of Loan Performance.md,4b3422e512b28b005f9be3034030bea8,1525,1747835326.9415731,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Quarterly Review of Loan Performance.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/REFILE-Indonesia giving private sector first dibs for infrastructure projects  Reuters.md,REFILE-Indonesia giving private sector first dibs for infrastructure projects  Reuters.md,f3d323e50a8d3b25015347cdfff93437,16933,1747835323.959864,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/REFILE-Indonesia giving private sector first dibs for infrastructure projects  Reuters.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Recapitulation with Pak Toto on Capacity Building.md,Recapitulation with Pak Toto on Capacity Building.md,3f89fa2b5ebae246384ffbed27746602,750,1747835324.1888187,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Recapitulation with Pak Toto on Capacity Building.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Residents go online to reject waste power plant  The Jakarta Post.md,Residents go online to reject waste power plant  The Jakarta Post.md,25e63b3ebfa34c3d519a00184551d267,5283,1747835323.1709769,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Residents go online to reject waste power plant  The Jakarta Post.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Resolving Indonesia's infrastructure problems.md,Resolving Indonesia's infrastructure problems.md,ce6993d4a8f06d6096ecfc480e22e2d0,11739,1747835324.0744846,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Resolving Indonesia's infrastructure problems.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Reunión BBVA y Jaime.md,Reunión BBVA y Jaime.md,24ee406c5bef67170a891c50c1eb034b,870,1747835325.732011,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Reunión BBVA y Jaime.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Review of FBC Lamongan.md,Review of FBC Lamongan.md,4c42c1961aa8ca83cb076c886304ee84,977,1747835322.9454436,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Review of FBC Lamongan.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Riauterkini - Perusahaan Korsel Siap Inves Rp2 Triliun untuk Air Bersih di Pekanbaru.md,Riauterkini - Perusahaan Korsel Siap Inves Rp2 Triliun untuk Air Bersih di Pekanbaru.md,53ccbfb872ea53db44fce2c86aea5694,33867,1747835324.5890994,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Riauterkini - Perusahaan Korsel Siap Inves Rp2 Triliun untuk Air Bersih di Pekanbaru.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Ridwan Kamil Partners with ADB to Build Bandung.md,Ridwan Kamil Partners with ADB to Build Bandung.md,08fae7fc8f2dfaac28b6157da1c9fd30,15381,1747835323.2685866,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Ridwan Kamil Partners with ADB to Build Bandung.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Rina Yuliani - Tarjeta de visita.md,Rina Yuliani - Tarjeta de visita.md,2962cdb24c26640ac2487fa41957065b,858,1747835325.2148426,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/IRSDP/Rina Yuliani - Tarjeta de visita.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/SCBA Guidance.md,SCBA Guidance.md,2441ede94f7426427dd3e3f13475cc84,210,1747835327.2677946,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/IRSDP/SCBA Guidance.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/SIMPLE - EPA Asset Management Training Material.md,SIMPLE - EPA Asset Management Training Material.md,d4b0dacadd7ebad5b262b329a1fff0bd,9603,1747835323.7556782,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/SIMPLE - EPA Asset Management Training Material.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/SMI seeks project readiness.md,SMI seeks project readiness.md,9710ea9998fade7994f55027d1302319,243,1747835323.4589534,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/SMI seeks project readiness.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Second Phase of Batam's Batu Ampar Port Expansion Completed - The Jakarta Globe.md,Second Phase of Batam's Batu Ampar Port Expansion Completed - The Jakarta Globe.md,4df17fee83e69ae9ef69c71fe27ed208,46632,1747835325.3225727,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/IRSDP/Second Phase of Batam's Batu Ampar Port Expansion Completed - The Jakarta Globe.md,completed,2025-10-18 11:35:35
"/Users/jose/Documents/Obsidian/Evermd/IRSDP/Setelah Foke, Monorel Kembali Mangkrak di Tangan Ahok - Kompas.com.md","Setelah Foke, Monorel Kembali Mangkrak di Tangan Ahok - Kompas.com.md",33f951c5c7a354ffe469608dcacf27c4,5249,1747835325.0948532,curated,"/Users/jose/Documents/Obsidian/Ever-curated/notes/Setelah Foke, Monorel Kembali Mangkrak di Tangan Ahok - Kompas.com.md",completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Solving the Indonesia Infrastructure Crisis.md,Solving the Indonesia Infrastructure Crisis.md,ba1cdd7ba1eefdd02d63ca5ff4f66231,25498,1747835327.1025598,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Solving the Indonesia Infrastructure Crisis.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Southern Bali Meeting - TBN.md,Southern Bali Meeting - TBN.md,b46f736f913a47936d151efa1cfa2a63,3266,1747835323.5126143,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Southern Bali Meeting - TBN.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Stepping stones for transportation system  The Jakarta Post.md,Stepping stones for transportation system  The Jakarta Post.md,0944d77e78d6093a5806c0cc10ec77c1,6315,1747835324.4578388,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Stepping stones for transportation system  The Jakarta Post.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Surabaya gearing up for Rp 8.6 trillion MRT project  The Jakarta Post.md,Surabaya gearing up for Rp 8.6 trillion MRT project  The Jakarta Post.md,132299e00c56612cc1b739c90ca799b4,5650,1747835325.6647458,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Surabaya gearing up for Rp 8.6 trillion MRT project  The Jakarta Post.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Surakarta gets tough on those dumping waste into river.md,Surakarta gets tough on those dumping waste into river.md,a3a73c1edc6d8191fa057853e122b918,5182,1747835326.01911,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Surakarta gets tough on those dumping waste into river.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Surakarta needs new permanent dumpsite.md,Surakarta needs new permanent dumpsite.md,bde2fc3845d3c6e30b5b6d9ff369f745,20737,1747835326.9357169,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Surakarta needs new permanent dumpsite.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Surakarta sets to reduce more waste  The Jakarta Post.md,Surakarta sets to reduce more waste  The Jakarta Post.md,dc027855c162794b18f4ca17ee5ad256,27005,1747835326.8121192,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Surakarta sets to reduce more waste  The Jakarta Post.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Tanah Ampo meeting.md,Tanah Ampo meeting.md,78c63abdfa0d22d54908c222e96e6be9,1087,1747835325.033139,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Tanah Ampo meeting.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Telephone Conversation with Pak Soewartono.md,Telephone Conversation with Pak Soewartono.md,903dcd5dc2a7866cb5ff38d45f33621c,1532,1747835325.0091672,triaged,/Users/jose/Documents/Obsidian/Ever-curated/triage/Telephone Conversation with Pak Soewartono.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Telephone conversation with Nico Kiroyan of Victorian Government.md,Telephone conversation with Nico Kiroyan of Victorian Government.md,c104c1f8fe7e36684e0ee1eca8557b0a,1116,1747835325.083423,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Telephone conversation with Nico Kiroyan of Victorian Government.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Tender calls for PPP projects to begin in May.md,Tender calls for PPP projects to begin in May.md,7b3e8d9b027b8ac836a2a0cf4436605f,44611,1747835326.1013849,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Tender calls for PPP projects to begin in May.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/The Indonesian water sector A flood of projects held back by PDAMs  Insights  DLA Piper Global Law Firm.1.md,The Indonesian water sector A flood of projects held back by PDAMs  Insights  DLA Piper Global Law Firm.1.md,435b020500861423fb15e0b3206991d5,31450,1747835323.6174066,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/The Indonesian water sector A flood of projects held back by PDAMs  Insights  DLA Piper Global Law Firm.1.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/The Indonesian water sector A flood of projects held back by PDAMs  Insights  DLA Piper Global Law Firm.md,The Indonesian water sector A flood of projects held back by PDAMs  Insights  DLA Piper Global Law Firm.md,27a32c1443e1be318e25fa1c89f33592,36718,1747835326.6194685,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/The Indonesian water sector A flood of projects held back by PDAMs  Insights  DLA Piper Global Law Firm.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/The dirty truth about China's incinerators  Environment  theguardian.com.md,The dirty truth about China's incinerators  Environment  theguardian.com.md,3ec1805007830e59a9b113a31006703e,43480,1747835325.572907,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/The dirty truth about China's incinerators  Environment  theguardian.com.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Toll Road Construction Only 307 Km In a Decade  Business - Bisnis.com.md,Toll Road Construction Only 307 Km In a Decade  Business - Bisnis.com.md,107156594cdd141916ec4b8b1a1b94d5,8447,1747835322.6178265,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Toll Road Construction Only 307 Km In a Decade  Business - Bisnis.com.md,completed,2025-10-18 11:35:35
"/Users/jose/Documents/Obsidian/Evermd/IRSDP/Top Plant Kajang Waste-to-Energy Plant, Semenyih, Malaysia - POWER Magazine.md","Top Plant Kajang Waste-to-Energy Plant, Semenyih, Malaysia - POWER Magazine.md",ed040b711c4b98bf63c153796cbf03ad,25333,1747835324.249928,curated,"/Users/jose/Documents/Obsidian/Ever-curated/notes/Top Plant Kajang Waste-to-Energy Plant, Semenyih, Malaysia - POWER Magazine.md",completed,2025-10-18 11:35:35
"/Users/jose/Documents/Obsidian/Evermd/IRSDP/Trade deal will allow more Australian ownership, investment in Indonesia.md","Trade deal will allow more Australian ownership, investment in Indonesia.md",54f552451b6086273156b4806126335b,2676,1747835326.8202844,curated,"/Users/jose/Documents/Obsidian/Ever-curated/notes/Trade deal will allow more Australian ownership, investment in Indonesia.md",completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Update on the Global Public-Private Partnership (PPP) Certification Program  PPIAF.md,Update on the Global Public-Private Partnership (PPP) Certification Program  PPIAF.md,3e116dfa965a4d6d35df6c028a174cdf,16439,1747835324.8620741,preprocessed,/Users/jose/Documents/Obsidian/Ever-preprocessed/IRSDP/Update on the Global Public-Private Partnership (PPP) Certification Program  PPIAF.md,completed,2025-10-18 11:35:35
/Users/jose/Documents/Obsidian/Evermd/IRSDP/Urban crawl Get on with improving mobility  The Jakarta Post.md,Urban crawl Get on with improving mobility  The Jakarta Post.md,c355c7230725ae1d9966c449641fbbf2,30068,1747835327.173077,curated,/Users/jose/Documents/Obsidian/Ever-curated/notes/Urban crawl Get on with improving mobility  The Jakarta Post.md,completed,2025-10-18 11:35:35
